source_root_id,label,connected_postsynaptic_root_ids,glomerulus,glomerulus_source,output_cell_ids,output_synapse_counts,total_output_synapses,num_output_targets,top_targets,neuropils_involved
720575940634407263,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940634407263;720575940620595053;720575940614344354;720575940624012692;720575940604662700;720575940624549820;720575940630983954;720575940640803200;720575940625642517;720575940626876945;720575940610604437;720575940622224836;720575940606939849;720575940605101758;720575940614774434;720575940625732196;720575940606722249;720575940621441494;720575940612217342;720575940614757974;720575940638559440;720575940634809455;720575940651758838;720575940605758142;720575940622650879;720575940619059102;720575940614576396;720575940617182045;720575940631526215;720575940626815826;720575940632258468;720575940638422480;720575940640858019;720575940637136752;720575940618203707;720575940621910399;720575940652941217;720575940622592099;720575940637387098;720575940631942341;720575940613944785;720575940613886687;720575940640415859;720575940625119625;720575940622457443;720575940616758322;720575940624361230;720575940608634837;720575940625990277;720575940614122803;720575940638642560,22;12;12;12;8;8;6;5;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,159,52,720575940615160386:22;720575940634407263:12;720575940620595053:12;720575940614344354:12;720575940624012692:8,AL_R
720575940635026272,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940620595053;720575940635664046;720575940624863015;720575940606267659;720575940635026272;720575940638128474;720575940624012692;720575940637712243;720575940617586757;720575940625990277;720575940623788040;720575940633212441;720575940621398254;720575940638422480;720575940612631761;720575940625119625;720575940637845934;720575940641592795;720575940622224836;720575940627927573;720575940632627757;720575940629453694;720575940612475598;720575940610680274;720575940630584079;720575940630183286;720575940635465573;720575940644704160;720575940626252062;720575940608241365;720575940607896843;720575940611504869;720575940606751922;720575940624695629;720575940617723878;720575940605101758;720575940635209884;720575940623085495;720575940623636701;720575940639384947;720575940625732196,17;17;9;6;6;6;5;5;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,138,42,720575940615160386:17;720575940620595053:17;720575940635664046:9;720575940624863015:6;720575940606267659:6,AL_L
720575940635304116,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940620595053;720575940614774434;720575940635304116;720575940626876945;720575940625732196;720575940614757974;720575940625119625;720575940630983954;720575940622224836;720575940626815826;720575940634809455;720575940614344354;720575940624549820;720575940625990277;720575940604662700;720575940624012692;720575940613016104;720575940626378242;720575940614956072;720575940638422480;720575940633294796;720575940606722249;720575940614576396;720575940652941217;720575940619059102;720575940623820725;720575940605101758;720575940621441494;720575940651758838;720575940605758142;720575940622457443;720575940625642517;720575940608345778;720575940632403986;720575940632252068;720575940604412588;720575940619566507;720575940626115134;720575940616197819;720575940625584484;720575940640803200;720575940623146701;720575940660217729;720575940631942341;720575940624706062;720575940624435128;720575940616908177;720575940618112310;720575940612637554;720575940621551854;720575940622792423;720575940640604951;720575940620595821;720575940631458335;720575940626593618;720575940613944785;720575940632110637;720575940637136752;720575940638931133;720575940621500865;720575940637712243;720575940649154681;720575940619078091;720575940616758322,30;28;9;8;8;6;6;6;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,213,65,720575940615160386:30;720575940620595053:28;720575940614774434:9;720575940635304116:8;720575940626876945:8,AL_R
720575940635465317,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940620595053;720575940635664046;720575940635465317;720575940625990277;720575940623788040;720575940622224836;720575940638422480;720575940621398254;720575940638128474;720575940625119625;720575940644704160;720575940641592795;720575940612475598;720575940638853454;720575940606267659;720575940624863015;720575940628914436;720575940627927573;720575940607685700;720575940621298270;720575940621470028;720575940626925480;720575940614344354;720575940626681146;720575940608241365;720575940624549820;720575940659429761;720575940637712243;720575940627690246;720575940605101758;720575940614944977;720575940624450342;720575940606751922;720575940633813309;720575940631619921;720575940639384947;720575940625732196;720575940623136717;720575940626252062;720575940633212441;720575940612732273;720575940617586757;720575940640830453;720575940633483807;720575940618291174;720575940627737365;720575940625742725;720575940632335953;720575940631899223;720575940625684057;720575940635465573;720575940622812799;720575940631975884;720575940626572802;720575940626876945,28;19;14;10;8;7;6;5;5;5;5;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,192,56,720575940615160386:28;720575940620595053:19;720575940635664046:14;720575940635465317:10;720575940625990277:8,AL_L
720575940635465573,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940620595053;720575940635664046;720575940606267659;720575940638422480;720575940635465573;720575940637712243;720575940633212441;720575940625119625;720575940614344354;720575940621398254;720575940641592795;720575940659429761;720575940625990277;720575940612732273;720575940612475598;720575940624012692;720575940617586757;720575940622224836;720575940605101758;720575940639384947;720575940608241365;720575940640830453;720575940625732196;720575940630584079;720575940625684057;720575940638128474;720575940624863015;720575940627737365;720575940626681146;720575940638853454;720575940621470028;720575940635026272;720575940627927573;720575940612204723;720575940616300486;720575940630759485;720575940624549820;720575940617733593;720575940614944977;720575940626876945;720575940620565313;720575940618385620;720575940635465317;720575940625742725;720575940620920831;720575940627605779;720575940631899223;720575940623788040;720575940604662700;720575940644362788;720575940613590501;720575940606751922;720575940644704160,23;20;10;9;7;7;7;6;6;6;5;5;5;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,182,54,720575940615160386:23;720575940620595053:20;720575940635664046:10;720575940606267659:9;720575940638422480:7,AL_L
720575940637387098,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940620595053;720575940614774434;720575940637387098;720575940614344354;720575940604662700;720575940625119625;720575940625732196;720575940621441494;720575940624012692;720575940614757974;720575940622224836;720575940637136752;720575940633772452;720575940625642517;720575940622457443;720575940626815826;720575940616758322;720575940624549820;720575940651758838;720575940630983954;720575940619078091;720575940619059102;720575940640415859;720575940638022515;720575940624323342;720575940612049459;720575940621910399;720575940632835688;720575940660217985;720575940623361427;720575940622014090;720575940606939849;720575940637712243;720575940614576396;720575940626115134;720575940617299131;720575940621585279;720575940640803200;720575940631487652;720575940610070442;720575940640858019;720575940620296107;720575940652941217;720575940625990277;720575940624471020;720575940638559440;720575940605101758;720575940607685700;720575940621500865;720575940638422480;720575940606722249,28;24;14;8;8;7;6;6;5;5;5;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,189,52,720575940615160386:28;720575940620595053:24;720575940614774434:14;720575940637387098:8;720575940614344354:8,AL_R
720575940637771829,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940620595053;720575940635664046;720575940638422480;720575940606267659;720575940659429761;720575940621398254;720575940637712243;720575940625990277;720575940641592795;720575940612475598;720575940624012692;720575940638853454;720575940623547133;720575940633813309;720575940637771829;720575940612732273;720575940627690246;720575940631619921;720575940625732196;720575940660217473;720575940624863015;720575940626681146;720575940618385620;720575940629310969;720575940627927573;720575940624549820;720575940625119625;720575940606751922;720575940622224836;720575940627737365;720575940604662700;720575940646033028;720575940623788040;720575940626925480;720575940626741552;720575940626876945;720575940640830453;720575940633212441;720575940614944977;720575940606056905;720575940629453694;720575940636576948;720575940608241365;720575940625358157;720575940637845934;720575940605101758,23;22;16;7;7;6;6;5;5;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,171,47,720575940615160386:23;720575940620595053:22;720575940635664046:16;720575940638422480:7;720575940606267659:7,AL_L
720575940638642560,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940614757974;720575940614774434;720575940620595053;720575940612217342;720575940614576396;720575940626815826;720575940638642560;720575940615160386;720575940626876945;720575940624361230;720575940625732196;720575940633772452;720575940614344354;720575940625990277;720575940624012692;720575940630824239;720575940651758838;720575940616758322;720575940638422480;720575940604662700;720575940617381681;720575940625642517;720575940610070442;720575940625584484;720575940619078091;720575940614122803;720575940637623780;720575940620233307;720575940605758142;720575940634809455;720575940604412588;720575940626768656;720575940628989562;720575940622334448;720575940632835688;720575940618404510;720575940631603281;720575940631526215;720575940632110637;720575940635180956;720575940627405052;720575940623820725;720575940609282825;720575940622457443;720575940622792423;720575940612637554;720575940630956601;720575940631942341;720575940625119625;720575940610102830;720575940623242476;720575940616953467;720575940621585279;720575940613016104;720575940640803200;720575940638559440;720575940632868563;720575940631458335;720575940630983954;720575940621778646;720575940626593618;720575940624549820,11;11;10;10;8;8;7;7;7;7;5;5;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,182,62,720575940614757974:11;720575940614774434:11;720575940620595053:10;720575940612217342:10;720575940614576396:8,AL_R
720575940638931133,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940620595053;720575940615160386;720575940614774434;720575940621441494;720575940614344354;720575940638931133;720575940614757974;720575940638422480;720575940622457443;720575940624549820;720575940622592099;720575940625732196;720575940634809455;720575940626876945;720575940624361230;720575940637712243;720575940624435128;720575940633294796;720575940625642517;720575940604662700;720575940637623780;720575940624012692;720575940640803200;720575940621715550;720575940628989562;720575940635304116;720575940632252068;720575940640415859;720575940627128969;720575940605758142;720575940619059102;720575940605101758;720575940621910399;720575940648633988;720575940632403986;720575940630983954;720575940622650879;720575940640986075;720575940619078091;720575940612217342;720575940616758322;720575940652941217;720575940604412588,18;18;15;7;7;6;6;5;5;4;4;4;4;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,145,43,720575940620595053:18;720575940615160386:18;720575940614774434:15;720575940621441494:7;720575940614344354:7,AL_R
720575940640604951,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940620595053;720575940615160386;720575940614774434;720575940626876945;720575940604662700;720575940625119625;720575940614757974;720575940625732196;720575940624549820;720575940640604951;720575940622457443;720575940614344354;720575940638422480;720575940630983954;720575940622224836;720575940626378242;720575940621441494;720575940624012692;720575940625642517;720575940625584484;720575940606722249;720575940619059102;720575940605758142;720575940626815826;720575940616758322;720575940619078091;720575940624832743;720575940626593618;720575940612217342;720575940621500865;720575940621551854;720575940634809455;720575940638559440;720575940604412588;720575940624435128;720575940624323342;720575940626115134;720575940605101758;720575940630225403;720575940612637554;720575940631526215;720575940637623780;720575940614576396;720575940628059978;720575940618404510;720575940635304116,23;22;14;11;8;6;6;5;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,164,46,720575940620595053:23;720575940615160386:22;720575940614774434:14;720575940626876945:11;720575940604662700:8,AL_R
720575940646033028,Ir75d,,ORN_VL1,consolidated_cell_types.csv.gz,720575940615160386;720575940635664046;720575940620595053;720575940638422480;720575940646033028;720575940606267659;720575940639384947;720575940618385620;720575940613347793;720575940632627757;720575940623576141;720575940605101758;720575940641592795;720575940624200974;720575940631942341;720575940622592099;720575940631025103;720575940659429761;720575940625119625;720575940625251401;720575940611504869;720575940625732196;720575940623547133;720575940621470028;720575940633813309;720575940638853454;720575940637712243;720575940624863015;720575940633811005;720575940637845934;720575940617561669;720575940612732273;720575940627737365;720575940625990277;720575940626925480;720575940624012692;720575940606751922;720575940633212441;720575940638128474;720575940615303391;720575940608241365;720575940623941961;720575940625684057;720575940617586757;720575940627927573;720575940614344354;720575940633938349;720575940632795532;720575940620139503;720575940627172100;720575940623901695;720575940611985174;720575940626681146;720575940640830453,15;15;8;7;7;7;6;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,148,54,720575940615160386:15;720575940635664046:15;720575940620595053:8;720575940638422480:7;720575940646033028:7,AL_L
720575940604700006,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940631054634;720575940608199748;720575940623636701;720575940624515571;720575940616169578;720575940638128474;720575940608845525;720575940623000858;720575940604700006;720575940632795532;720575940630895055;720575940632403986;720575940623788040;720575940638678179;720575940623943914;720575940620705012;720575940628573519;720575940631353764;720575940623901695;720575940613050577;720575940630196588;720575940633741229;720575940631683927;720575940619931119;720575940605758142;720575940644667246;720575940611944914;720575940624789125;720575940618757666;720575940613196781;720575940628822248;720575940609282825;720575940614429165;720575940627927573;720575940635945919;720575940616857757;720575940614944977;720575940632284717;720575940630107131;720575940611379569;720575940632505359;720575940630407388;720575940613804259;720575940626253331;720575940620565313;720575940626115134;720575940629587671;720575940627311108;720575940630003472;720575940625136228;720575940624620952;720575940639099264;720575940644704160;720575940636241550;720575940620551259;720575940614430102;720575940628914436;720575940610161091;720575940619430571;720575940605883569;720575940613590501;720575940631619921;720575940614756589;720575940612461461;720575940610519747;720575940634545890;720575940631462200;720575940621316033;720575940629249591;720575940631526215;720575940606590338;720575940610292430;720575940606056905;720575940608241365;720575940633212441;720575940605929394;720575940618802123,40;36;31;27;17;17;16;16;15;15;14;14;6;6;6;5;5;5;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,389,77,720575940631054634:40;720575940608199748:36;720575940623636701:31;720575940624515571:27;720575940616169578:17,AL_L;AL_R
720575940610519747,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940608845525;720575940608199748;720575940624515571;720575940631054634;720575940632403986;720575940630895055;720575940610519747;720575940609282825;720575940630407388;720575940623636701;720575940614956072;720575940623788040;720575940605758142;720575940638128474;720575940640803200;720575940616169578;720575940634545890;720575940626115134;720575940623901695;720575940606762686;720575940613804259;720575940620551259;720575940625813081;720575940632198442;720575940628023685;720575940632284717;720575940623000858;720575940621585279;720575940626378242;720575940637136752;720575940616857757;720575940604700006;720575940637602650;720575940615831947;720575940628290895;720575940631526215;720575940626253331;720575940625413395;720575940621551854;720575940635945919;720575940605883569;720575940632795532;720575940628573519;720575940630107131;720575940636241550;720575940632243019;720575940631619921;720575940660217729;720575940624057853;720575940630546540;720575940627690246;720575940632505359;720575940640415859;720575940610658766;720575940613590501;720575940627949929;720575940628914436;720575940608345778;720575940627927573;720575940614944977;720575940637623780;720575940609785208;720575940612907121;720575940633294796;720575940611379569;720575940613050577;720575940626624275;720575940620565313;720575940639004032;720575940619429803;720575940611153370;720575940621137833;720575940606590338;720575940640830453;720575940633772452;720575940638678179;720575940623943914;720575940645325603,52;42;39;23;18;18;17;11;10;9;9;8;8;7;7;7;7;7;6;5;5;5;5;5;5;4;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,427,78,720575940608845525:52;720575940608199748:42;720575940624515571:39;720575940631054634:23;720575940632403986:18,AL_L;AL_R
720575940613736941,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940631054634;720575940608199748;720575940624515571;720575940616169578;720575940630895055;720575940608845525;720575940632795532;720575940623636701;720575940613736941;720575940623000858;720575940632403986;720575940618757666;720575940638128474;720575940611944914;720575940626624275;720575940604700006;720575940621316033;720575940616857757;720575940627927573;720575940614429165;720575940606590338;720575940614430102;720575940633741229;720575940631353764;720575940619429803;720575940625889625;720575940603453286;720575940623788040;720575940630003472;720575940605883569;720575940614756589;720575940631526215;720575940612907121;720575940633294796;720575940642962286;720575940621398254;720575940632284717;720575940626115134;720575940620705012;720575940623901695;720575940636241550;720575940630107131;720575940638678179;720575940628573519;720575940630407388;720575940631619921;720575940626378242;720575940619430571;720575940623136717;720575940644004768;720575940631899223;720575940631586858;720575940623707575;720575940640830453;720575940615513086;720575940613590501;720575940629587671;720575940628059978;720575940646576436;720575940640803200;720575940621137833;720575940624330281;720575940631683927;720575940618458513;720575940630340474;720575940644667246;720575940623943914;720575940610292430;720575940628420264;720575940633483807;720575940631975884;720575940628326417;720575940637136752;720575940627349860;720575940634545890;720575940631942341;720575940627690246;720575940614944977;720575940612461461;720575940632698797;720575940624620952;720575940614956072;720575940608241365;720575940615607207;720575940610519747;720575940624789125;720575940628914436;720575940628290895,47;38;29;23;21;18;12;9;9;8;8;6;6;5;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,370,88,720575940631054634:47;720575940608199748:38;720575940624515571:29;720575940616169578:23;720575940630895055:21,AL_L;AL_R
720575940614430102,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940631054634;720575940608199748;720575940630895055;720575940623636701;720575940624515571;720575940616169578;720575940614430102;720575940608845525;720575940632795532;720575940632403986;720575940623000858;720575940631526215;720575940623788040;720575940638128474;720575940628573519;720575940613590501;720575940618757666;720575940629587671;720575940625889625;720575940623901695;720575940603453286;720575940606590338;720575940660217473;720575940644667246;720575940611379569;720575940620705012;720575940628420264;720575940604700006;720575940638678179;720575940611944914;720575940621398254;720575940630407388;720575940628914436;720575940623943914;720575940626115134;720575940614429165;720575940613050577;720575940633741229;720575940628326417;720575940616857757;720575940624330281;720575940623815486;720575940624620952;720575940631683927;720575940623136717;720575940614944977;720575940636241550;720575940621316033;720575940632284717;720575940605250238;720575940634545890;720575940640314190;720575940605758142;720575940605883569;720575940631301715;720575940631975884;720575940627605779;720575940629792732;720575940630107131;720575940612907121;720575940632698797;720575940633772452;720575940616758322;720575940612637554;720575940615809366;720575940646576436;720575940631619921;720575940630514191;720575940626342174;720575940639004032;720575940626624275;720575940627949929;720575940609282825;720575940625958414;720575940631353764;720575940626812072;720575940613804259;720575940613736941,42;31;24;23;22;20;17;16;12;12;10;9;9;8;7;6;6;5;5;5;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,394,78,720575940631054634:42;720575940608199748:31;720575940630895055:24;720575940623636701:23;720575940624515571:22,AL_L;AL_R
720575940615831947,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940608199748;720575940624515571;720575940608845525;720575940615831947;720575940631054634;720575940616169578;720575940630895055;720575940609282825;720575940630407388;720575940623636701;720575940634545890;720575940623901695;720575940632403986;720575940626115134;720575940630196588;720575940624330281;720575940625813081;720575940610519747;720575940631526215;720575940640803200;720575940626378242;720575940618757666;720575940644667246;720575940621551854;720575940637602650;720575940620551259;720575940628290895;720575940614316731;720575940627605779;720575940613050577;720575940619430571;720575940605883569;720575940628023685;720575940615073587;720575940627949929;720575940621137833;720575940619429803;720575940624435128;720575940632198442;720575940632795532;720575940639004032;720575940633772452;720575940619772525;720575940638678179;720575940644704160;720575940610161091;720575940626624275;720575940605758142;720575940638128474;720575940613590501;720575940603453286;720575940613804259;720575940626354954;720575940613156015;720575940611944914;720575940627690246;720575940621398254;720575940646576436;720575940630340474;720575940616197819;720575940630716995;720575940623943914;720575940631683927;720575940611379569;720575940632505359;720575940621585279;720575940630225403;720575940610658766;720575940626253331;720575940660217473;720575940618385620;720575940623136717;720575940614113682;720575940612461461;720575940632284717;720575940623000858;720575940613196781;720575940614944977;720575940612907121;720575940623788040;720575940630107131;720575940640955637,61;42;37;23;18;11;11;11;9;8;8;7;6;6;6;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,391,82,720575940608199748:61;720575940624515571:42;720575940608845525:37;720575940615831947:23;720575940631054634:18,AL_L;AL_R
720575940616857757,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940631054634;720575940623636701;720575940630895055;720575940608199748;720575940624515571;720575940616857757;720575940616169578;720575940608845525;720575940632403986;720575940638128474;720575940632795532;720575940623000858;720575940635945919;720575940627927573;720575940613736941;720575940623788040;720575940609282825;720575940611379569;720575940621316033;720575940631526215;720575940631353764;720575940628573519;720575940630514191;720575940619931119;720575940623943914;720575940642962286;720575940620705012;720575940631683927;720575940638678179;720575940630407388;720575940640803200;720575940625584484;720575940604700006;720575940624330281;720575940628914436;720575940618757666;720575940630107131;720575940606590338;720575940619429803;720575940613590501;720575940614956072;720575940614944977;720575940633741229;720575940614756589;720575940630003472;720575940613050577;720575940603453286;720575940628326417;720575940617537570;720575940626829992;720575940621398254;720575940613809554;720575940631858373;720575940633294796;720575940644667246;720575940626624275;720575940631619921;720575940626115134;720575940627737365;720575940628478251;720575940627605779;720575940623146701;720575940620565313;720575940625813081;720575940630340474;720575940637136752;720575940628420264;720575940612468594;720575940631975884;720575940620551259;720575940613804259;720575940626253331;720575940617586757;720575940610752068;720575940624789125;720575940625889625;720575940628290895;720575940624620952;720575940630196588;720575940621137833;720575940612461461;720575940623901695;720575940611944914;720575940627690246;720575940631704716;720575940610519747,51;31;27;23;22;20;17;17;16;13;10;9;8;7;7;6;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,412,86,720575940631054634:51;720575940623636701:31;720575940630895055:27;720575940608199748:23;720575940624515571:22,AL_L;AL_R
720575940619429803,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940608845525;720575940624515571;720575940608199748;720575940631054634;720575940630895055;720575940634545890;720575940619429803;720575940630407388;720575940640803200;720575940626115134;720575940621551854;720575940632403986;720575940609282825;720575940615831947;720575940613590501;720575940626378242;720575940631526215;720575940628290895;720575940630196588;720575940632243019;720575940624435128;720575940623000858;720575940619430571;720575940638128474;720575940613736941;720575940632416298;720575940621585279;720575940614429165;720575940611379569;720575940610161091;720575940628573519;720575940639004032;720575940623636701;720575940612461461;720575940637136752;720575940610292430;720575940611944914;720575940624330281;720575940613804259;720575940646576436;720575940623788040;720575940626253331;720575940618757666;720575940632198442;720575940633294796;720575940610752068;720575940610408643;720575940605758142;720575940630546540;720575940619649195;720575940625584484;720575940616169578;720575940623901695;720575940606762686;720575940633741229;720575940625889625;720575940610519747;720575940638678179;720575940614956072;720575940630225403;720575940621137833;720575940626624275;720575940632795532;720575940642962286;720575940617629270;720575940619928429;720575940623136717;720575940627390440;720575940622663629;720575940644704160;720575940627605779;720575940621316033;720575940625888089;720575940620551259;720575940614944977;720575940623146701;720575940631566700;720575940637602650;720575940624206472;720575940624057853;720575940632284717;720575940615073587;720575940624620952;720575940617109597;720575940635945919;720575940640955637;720575940628059978;720575940623943914,48;37;33;32;17;17;15;12;8;7;6;6;5;5;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,385,88,720575940608845525:48;720575940624515571:37;720575940608199748:33;720575940631054634:32;720575940630895055:17,AL_L;AL_R
720575940619430571,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940608199748;720575940608845525;720575940624515571;720575940631054634;720575940630895055;720575940632403986;720575940619430571;720575940640803200;720575940623636701;720575940630407388;720575940609282825;720575940630196588;720575940616169578;720575940606762686;720575940626115134;720575940634545890;720575940631526215;720575940619429803;720575940632198442;720575940628573519;720575940615831947;720575940614316731;720575940610752068;720575940638128474;720575940625813081;720575940623943914;720575940614429165;720575940605758142;720575940620551259;720575940624435128;720575940610408643;720575940632505359;720575940623788040;720575940639004032;720575940620249941;720575940632795532;720575940660217729;720575940623901695;720575940610292430;720575940613804259;720575940626253331;720575940629792732;720575940620705012;720575940627949929;720575940625889625;720575940628059978;720575940605883569;720575940611379569;720575940610161091;720575940613590501;720575940624330281;720575940628023685;720575940621137833;720575940637602650;720575940626378242;720575940644667246;720575940621551854;720575940614956072;720575940611944914;720575940614944977;720575940612461461;720575940613736941;720575940638678179;720575940618458513;720575940628914436;720575940630514191;720575940626624275;720575940627605779;720575940623815486;720575940632243019;720575940633294796;720575940622014090;720575940616758322;720575940615073587;720575940644004768;720575940627690246;720575940619111883;720575940640955637;720575940628290895;720575940630003472;720575940626812072;720575940637136752;720575940625584484;720575940624832743;720575940623000858;720575940631423116;720575940610189358;720575940639099264;720575940617299131;720575940623444715,61;55;44;24;17;17;16;15;14;14;12;11;10;9;7;6;6;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,472,90,720575940608199748:61;720575940608845525:55;720575940624515571:44;720575940631054634:24;720575940630895055:17,AL_L;AL_R
720575940620705012,Ir76a,,ORN_VC5,consolidated_cell_types.csv.gz,720575940631054634;720575940624515571;720575940630895055;720575940608845525;720575940608199748;720575940632795532;720575940638128474;720575940616169578;720575940623000858;720575940613050577;720575940633741229;720575940605883569;720575940642962286;720575940623636701;720575940603453286;720575940620705012;720575940623901695;720575940638678179;720575940618757666;720575940632403986;720575940625889625;720575940614430102;720575940613736941;720575940623788040;720575940624789125;720575940614429165;720575940611379569;720575940619931119;720575940613590501;720575940624091061;720575940631526215;720575940621316033;720575940630003472;720575940616857757;720575940606590338;720575940630196588;720575940627927573;720575940626624275;720575940624330281;720575940630107131;720575940631619921;720575940628420264;720575940628573519;720575940621398254;720575940621137833;720575940619430571;720575940609282825;720575940631353764;720575940612461461;720575940660217473;720575940611944914;720575940630571052;720575940631586858;720575940628290895;720575940612907121;720575940626342174;720575940623943914;720575940640955637;720575940604700006;720575940620551259;720575940621551854;720575940623945404;720575940640830453;720575940631683927;720575940616908177;720575940633998687;720575940626240522;720575940629587671;720575940614944977;720575940623136717;720575940628326417;720575940636241550;720575940606722249;720575940632505359;720575940613804259;720575940632416298;720575940629792732;720575940632284717;720575940624620952;720575940628914436;720575940628822248;720575940610292430;720575940626253331;720575940640803200,48;32;27;25;24;19;14;10;8;7;7;6;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,391,84,720575940631054634:48;720575940624515571:32;720575940630895055:27;720575940608845525:25;720575940608199748:24,AL_L;AL_R
